date,open,high,low,close,volume
2024-12-16 00:00:00+05:30,125.7,127.2,124.9,125.7,334580
2024-12-17 00:00:00+05:30,126.4,127.2,120.2,121.05,971551
2024-12-18 00:00:00+05:30,121.9,122.3,118.55,118.85,908516
2024-12-19 00:00:00+05:30,115.95,118.15,115.6,117.05,764367
2024-12-20 00:00:00+05:30,117.6,118.6,112.85,113.3,681010
2024-12-23 00:00:00+05:30,114.7,115.1,111.7,112.55,607848
2024-12-24 00:00:00+05:30,112.65,116.65,111.5,114.3,776344
2024-12-26 00:00:00+05:30,115.85,115.9,113.05,114.6,789028
2024-12-27 00:00:00+05:30,115.3,116.65,112.55,112.95,413675
2024-12-30 00:00:00+05:30,113.4,114.1,110.6,110.95,376624
2024-12-31 00:00:00+05:30,110.6,113.2,109.8,112.6,875443
2025-01-01 00:00:00+05:30,112.35,114.9,112.35,113.95,406524
2025-01-02 00:00:00+05:30,114.95,115.65,112.3,114.5,504915
2025-01-03 00:00:00+05:30,114.85,116.35,113.8,114.35,386945
2025-01-06 00:00:00+05:30,113.75,114.35,105.9,106.5,741932
2025-01-07 00:00:00+05:30,107.45,110.4,107.45,109.05,594102
2025-01-08 00:00:00+05:30,109.15,109.35,105.8,107.15,571507
2025-01-09 00:00:00+05:30,107.3,108.15,104.55,104.85,266010
2025-01-10 00:00:00+05:30,104.85,105.05,100.05,100.4,726880
2025-01-13 00:00:00+05:30,98.65,101.05,92.3,93.2,737104
2025-01-14 00:00:00+05:30,94.5,98.6,94.1,98.15,869821
2025-01-15 00:00:00+05:30,100.85,100.85,96.85,97.15,883716
2025-01-16 00:00:00+05:30,99.15,102.9,99.15,102.4,581821
2025-01-17 00:00:00+05:30,105.45,106.8,102.4,103.7,1518175
2025-01-20 00:00:00+05:30,104.25,106.4,103.5,105.4,549865
2025-01-21 00:00:00+05:30,105.8,106.1,101.3,101.55,346290
2025-01-22 00:00:00+05:30,102.0,102.5,96.4,99.25,459806
2025-01-23 00:00:00+05:30,99.25,102.75,98.25,100.95,661045
2025-01-24 00:00:00+05:30,102.85,103.35,98.6,99.05,523321
2025-01-27 00:00:00+05:30,98.35,98.35,93.5,94.25,519644
2025-01-28 00:00:00+05:30,95.15,96.4,91.3,93.85,1191053
2025-01-29 00:00:00+05:30,94.9,97.15,93.9,96.15,405030
2025-01-30 00:00:00+05:30,97.65,97.65,94.65,95.1,561955
2025-01-31 00:00:00+05:30,95.9,98.35,94.7,98.0,369839
2025-02-01 00:00:00+05:30,99.87,106.9,97.33,106.07,1263932
2025-02-03 00:00:00+05:30,104.27,104.98,100.91,101.54,988226
2025-02-04 00:00:00+05:30,100.0,102.72,98.25,100.73,782006
2025-02-05 00:00:00+05:30,100.79,105.1,100.79,101.78,605653
2025-02-06 00:00:00+05:30,102.57,102.92,99.4,99.97,343960
2025-02-07 00:00:00+05:30,100.03,102.46,98.5,100.61,392162
2025-02-10 00:00:00+05:30,100.66,101.0,97.55,97.93,488575
2025-02-11 00:00:00+05:30,97.66,97.93,91.74,92.55,550665
2025-02-12 00:00:00+05:30,93.89,93.89,88.04,92.11,1654361
2025-02-13 00:00:00+05:30,92.99,94.09,90.94,91.16,725896
2025-02-14 00:00:00+05:30,92.45,92.45,84.56,85.67,1424350
2025-02-17 00:00:00+05:30,85.99,87.8,83.6,87.09,654130
2025-02-18 00:00:00+05:30,87.99,87.99,81.76,83.47,1266762
2025-02-19 00:00:00+05:30,83.5,89.3,82.11,88.77,774691
2025-02-20 00:00:00+05:30,88.7,91.66,87.48,91.09,1496537
2025-02-21 00:00:00+05:30,91.32,93.14,88.72,89.33,424609
2025-02-24 00:00:00+05:30,88.24,88.69,86.5,87.39,268915
2025-02-25 00:00:00+05:30,87.92,88.81,85.82,86.18,713975
2025-02-27 00:00:00+05:30,86.29,86.4,82.8,83.14,456240
2025-02-28 00:00:00+05:30,81.99,82.79,78.47,79.27,1144994
2025-03-03 00:00:00+05:30,79.41,81.58,77.25,79.61,7566493
2025-03-04 00:00:00+05:30,78.99,81.32,78.0,80.0,1335229
2025-03-05 00:00:00+05:30,81.06,83.88,80.41,83.47,1103858
2025-03-06 00:00:00+05:30,84.01,85.51,82.7,82.99,1073012
2025-03-07 00:00:00+05:30,83.19,85.25,82.46,83.86,964575
2025-03-10 00:00:00+05:30,84.81,85.9,79.8,80.18,747127
2025-03-11 00:00:00+05:30,79.32,81.0,78.32,80.24,643863
2025-03-12 00:00:00+05:30,80.94,81.28,78.07,79.1,548197
2025-03-13 00:00:00+05:30,79.94,80.29,77.26,77.63,719055
2025-03-17 00:00:00+05:30,78.88,79.45,77.3,77.64,794583
2025-03-18 00:00:00+05:30,78.33,80.74,78.26,80.43,1263867
2025-03-19 00:00:00+05:30,80.71,82.75,80.18,81.97,741532
2025-03-20 00:00:00+05:30,83.1,83.51,80.84,81.47,564918
2025-03-21 00:00:00+05:30,81.51,84.46,81.25,82.97,1529534
2025-03-24 00:00:00+05:30,85.0,85.47,83.37,84.95,1241215
2025-03-25 00:00:00+05:30,85.98,85.98,81.01,81.24,1882947
2025-03-26 00:00:00+05:30,82.19,82.45,79.52,79.75,842222
2025-03-27 00:00:00+05:30,79.77,81.6,79.27,81.23,762637
2025-03-28 00:00:00+05:30,81.71,83.48,78.7,79.02,887517
2025-04-01 00:00:00+05:30,79.88,81.65,78.7,80.81,535288
2025-04-02 00:00:00+05:30,80.81,81.9,78.5,81.77,796383
2025-04-03 00:00:00+05:30,81.48,83.46,80.55,83.19,1314259
2025-04-04 00:00:00+05:30,83.18,83.18,78.71,79.19,710468
2025-04-07 00:00:00+05:30,71.56,75.41,71.5,74.46,1394749
2025-04-08 00:00:00+05:30,75.75,77.27,74.74,75.97,818285
2025-04-09 00:00:00+05:30,75.0,76.1,73.77,75.13,459812
2025-04-11 00:00:00+05:30,77.46,77.46,75.33,76.01,498636
2025-04-15 00:00:00+05:30,77.56,82.85,77.49,82.52,1436296
2025-04-16 00:00:00+05:30,82.52,83.18,81.67,82.41,821595
2025-04-17 00:00:00+05:30,82.77,84.37,82.08,83.28,845252
2025-04-21 00:00:00+05:30,83.99,86.72,82.82,85.9,763335
2025-04-22 00:00:00+05:30,86.11,87.6,85.28,85.65,967808
2025-04-23 00:00:00+05:30,86.01,86.76,83.3,85.7,1035619
2025-04-24 00:00:00+05:30,85.7,86.45,85.1,85.37,286371
2025-04-25 00:00:00+05:30,85.88,85.88,80.62,81.18,570470
2025-04-28 00:00:00+05:30,81.1,82.68,80.65,81.88,682575
2025-04-29 00:00:00+05:30,82.0,83.35,81.05,81.24,829947
2025-04-30 00:00:00+05:30,81.84,81.84,78.8,79.31,781364
2025-05-02 00:00:00+05:30,79.39,80.72,77.9,78.18,390328
2025-05-05 00:00:00+05:30,78.82,80.9,78.42,80.65,711292
2025-05-06 00:00:00+05:30,80.64,80.99,75.92,76.32,977615
2025-05-07 00:00:00+05:30,75.03,78.0,75.03,77.69,458119
2025-05-08 00:00:00+05:30,77.71,79.35,74.5,75.32,281586
2025-05-09 00:00:00+05:30,73.31,75.0,72.1,74.12,534884
2025-05-12 00:00:00+05:30,77.99,82.58,76.87,81.93,1757075
2025-05-13 00:00:00+05:30,82.27,83.26,81.56,82.7,1670496
2025-05-14 00:00:00+05:30,83.48,86.4,82.52,85.62,1284445
2025-05-15 00:00:00+05:30,86.37,90.49,86.0,90.17,1758579
2025-05-16 00:00:00+05:30,90.93,91.26,88.03,88.5,5542661
2025-05-19 00:00:00+05:30,90.47,92.6,88.96,89.76,3291175
2025-05-20 00:00:00+05:30,90.87,90.87,85.75,86.05,2361364
2025-05-21 00:00:00+05:30,86.2,86.5,83.0,85.14,2401845
2025-05-22 00:00:00+05:30,85.74,85.74,83.54,84.5,1254145
2025-05-23 00:00:00+05:30,79.86,87.67,79.84,87.08,5581995
2025-05-26 00:00:00+05:30,87.47,87.69,85.6,85.98,837012
2025-05-27 00:00:00+05:30,86.18,87.5,85.35,87.29,1054759
2025-05-28 00:00:00+05:30,87.6,89.17,87.4,87.62,756147
2025-05-29 00:00:00+05:30,87.62,88.92,87.25,88.42,839277
2025-05-30 00:00:00+05:30,88.53,88.98,86.0,87.59,489972
2025-06-02 00:00:00+05:30,87.16,90.65,86.77,89.1,1318862
2025-06-03 00:00:00+05:30,89.71,90.0,87.25,87.55,744317
2025-06-04 00:00:00+05:30,87.62,91.56,86.33,89.85,1955841
2025-06-05 00:00:00+05:30,89.59,90.4,88.0,88.09,3468690
2025-06-06 00:00:00+05:30,88.99,92.19,85.83,91.39,12793022
2025-06-09 00:00:00+05:30,92.1,92.85,91.07,92.01,908969
2025-06-10 00:00:00+05:30,92.49,93.95,91.36,91.77,1202900
2025-06-11 00:00:00+05:30,91.79,93.6,90.82,91.54,1213896
2025-06-12 00:00:00+05:30,91.68,92.5,87.5,87.59,1854237
2025-06-13 00:00:00+05:30,86.85,90.43,85.64,86.9,11088351
2025-06-16 00:00:00+05:30,86.94,87.3,83.13,84.57,5763122
2025-06-17 00:00:00+05:30,84.18,85.28,81.69,81.94,777647
2025-06-18 00:00:00+05:30,81.93,83.5,80.9,82.42,799851
2025-06-19 00:00:00+05:30,82.25,82.81,79.14,79.37,992912
2025-06-20 00:00:00+05:30,79.46,82.0,79.46,81.72,441899
2025-06-23 00:00:00+05:30,80.93,82.59,80.55,81.78,551739
2025-06-24 00:00:00+05:30,82.76,84.98,82.73,83.68,1232519
2025-06-25 00:00:00+05:30,84.11,87.58,83.45,87.23,2153550
2025-06-26 00:00:00+05:30,87.23,88.44,86.26,87.51,941851
2025-06-27 00:00:00+05:30,87.7,88.19,86.75,86.94,383869
2025-06-30 00:00:00+05:30,87.46,88.0,86.25,86.51,295404
2025-07-01 00:00:00+05:30,86.5,87.18,85.11,85.98,514902
2025-07-02 00:00:00+05:30,86.95,86.95,84.91,85.65,220659
2025-07-03 00:00:00+05:30,85.7,86.2,84.33,84.5,245100
2025-07-04 00:00:00+05:30,84.82,85.72,83.86,84.62,270224
2025-07-07 00:00:00+05:30,84.37,85.03,83.23,83.36,453601
2025-07-08 00:00:00+05:30,83.45,83.87,82.39,83.09,643574
2025-07-09 00:00:00+05:30,83.07,83.88,82.25,82.41,1221203
2025-07-10 00:00:00+05:30,82.56,83.3,81.6,82.11,286282
2025-07-11 00:00:00+05:30,82.06,82.86,81.0,81.29,254474
2025-07-14 00:00:00+05:30,81.44,82.6,80.7,82.24,1154360
2025-07-15 00:00:00+05:30,82.16,83.2,82.09,82.56,783334
2025-07-16 00:00:00+05:30,82.65,83.55,82.25,83.33,413002
2025-07-17 00:00:00+05:30,83.84,83.84,82.54,82.63,264999
2025-07-18 00:00:00+05:30,82.89,82.98,81.11,81.55,480862
2025-07-21 00:00:00+05:30,81.6,82.28,80.95,81.77,217372
2025-07-22 00:00:00+05:30,82.37,82.92,80.08,80.27,704734
2025-07-23 00:00:00+05:30,80.86,81.64,79.94,80.72,238202
2025-07-24 00:00:00+05:30,81.27,81.3,79.1,79.25,691405
2025-07-25 00:00:00+05:30,79.25,79.75,75.48,75.92,1837133
2025-07-28 00:00:00+05:30,75.54,79.0,75.48,76.39,589260
2025-07-29 00:00:00+05:30,76.21,78.96,75.89,78.66,670206
2025-07-30 00:00:00+05:30,78.93,79.07,76.8,77.01,442516
2025-07-31 00:00:00+05:30,76.14,77.0,75.37,75.77,907650
2025-08-01 00:00:00+05:30,75.98,76.09,72.93,73.28,744245
2025-08-04 00:00:00+05:30,73.41,75.33,73.34,75.04,651801
2025-08-05 00:00:00+05:30,75.43,75.55,73.67,74.01,379666
2025-08-06 00:00:00+05:30,73.78,74.63,72.6,72.85,242103
2025-08-07 00:00:00+05:30,72.69,74.35,72.2,74.12,295693
2025-08-08 00:00:00+05:30,73.96,74.45,72.66,72.94,306290
2025-08-11 00:00:00+05:30,73.04,73.83,72.27,73.17,265618
2025-08-12 00:00:00+05:30,73.1,73.55,71.86,72.0,211344
2025-08-13 00:00:00+05:30,72.0,72.84,71.41,71.62,579352
2025-08-14 00:00:00+05:30,71.47,72.47,70.4,71.11,687810
2025-08-18 00:00:00+05:30,72.11,73.25,71.75,72.91,668037
2025-08-19 00:00:00+05:30,73.37,74.98,72.94,74.53,392141
2025-08-20 00:00:00+05:30,74.92,75.7,74.06,75.25,374930
2025-08-21 00:00:00+05:30,75.49,76.24,72.6,72.8,536277
2025-08-22 00:00:00+05:30,72.8,74.58,72.67,73.59,645321
2025-08-25 00:00:00+05:30,73.99,74.77,73.53,74.21,289526
2025-08-26 00:00:00+05:30,74.17,74.17,71.6,71.78,273102
2025-08-28 00:00:00+05:30,72.42,72.42,69.4,69.72,696162
2025-08-29 00:00:00+05:30,69.54,70.71,68.58,70.27,5714844
2025-09-01 00:00:00+05:30,70.28,71.7,70.15,71.36,593418
2025-09-02 00:00:00+05:30,71.49,71.96,70.05,70.32,638279
2025-09-03 00:00:00+05:30,70.59,71.8,70.35,71.67,591578
2025-09-04 00:00:00+05:30,72.35,72.5,69.85,70.04,385244
2025-09-05 00:00:00+05:30,70.05,70.7,69.08,69.84,544384
2025-09-08 00:00:00+05:30,71.01,71.78,69.7,70.97,1223929
2025-09-09 00:00:00+05:30,71.68,71.77,69.85,70.07,803419
2025-09-10 00:00:00+05:30,70.23,72.15,70.21,70.67,935213
2025-09-11 00:00:00+05:30,70.81,71.6,70.02,70.29,414166
2025-09-12 00:00:00+05:30,71.01,73.66,71.01,72.95,3683974
2025-09-15 00:00:00+05:30,73.74,74.62,73.29,73.89,1111316
2025-09-16 00:00:00+05:30,73.96,76.84,73.45,76.42,1697161
2025-09-17 00:00:00+05:30,76.99,77.15,74.86,75.14,1478530
2025-09-18 00:00:00+05:30,75.95,78.71,75.05,77.69,21056326
2025-09-19 00:00:00+05:30,77.65,77.65,76.15,76.4,1058937
2025-09-22 00:00:00+05:30,76.34,76.42,74.53,74.86,590832
2025-09-23 00:00:00+05:30,74.9,75.82,73.98,75.25,770413
2025-09-24 00:00:00+05:30,76.01,76.49,74.53,75.71,763293
2025-09-25 00:00:00+05:30,75.69,77.36,74.91,76.41,1365851
2025-09-26 00:00:00+05:30,76.26,76.26,71.82,72.14,1410193
2025-09-29 00:00:00+05:30,72.68,76.15,72.27,74.14,2704203
2025-09-30 00:00:00+05:30,74.95,74.95,72.31,72.86,688675
2025-10-01 00:00:00+05:30,73.1,73.71,72.7,73.41,247008
2025-10-03 00:00:00+05:30,73.42,76.15,72.82,75.91,794532
2025-10-06 00:00:00+05:30,75.92,76.15,74.13,74.39,703623
2025-10-07 00:00:00+05:30,74.78,75.16,73.77,74.45,528618
2025-10-08 00:00:00+05:30,74.5,75.09,73.09,73.22,268468
2025-10-09 00:00:00+05:30,74.01,74.76,73.55,73.97,1625679
2025-10-10 00:00:00+05:30,74.13,77.65,74.13,76.07,1076795
2025-10-13 00:00:00+05:30,72.65,77.0,72.65,76.44,6263558
2025-10-14 00:00:00+05:30,76.41,78.28,74.6,74.88,1466830
2025-10-15 00:00:00+05:30,75.06,77.8,75.06,77.24,656587
2025-10-16 00:00:00+05:30,77.13,78.15,76.82,77.35,684978
2025-10-17 00:00:00+05:30,77.79,78.95,74.47,75.48,2303495
2025-10-20 00:00:00+05:30,75.48,76.8,74.7,76.42,1095135
2025-10-21 00:00:00+05:30,76.43,77.77,76.43,77.13,2337611
2025-10-23 00:00:00+05:30,77.81,77.95,76.55,76.68,595632
2025-10-24 00:00:00+05:30,76.68,78.47,76.67,77.73,651210
2025-10-27 00:00:00+05:30,78.29,78.29,76.65,76.81,513784
2025-10-28 00:00:00+05:30,76.71,77.16,75.39,75.67,344995
2025-10-29 00:00:00+05:30,75.67,77.57,75.24,77.19,630071
2025-10-30 00:00:00+05:30,76.99,76.99,74.46,74.62,768655
2025-10-31 00:00:00+05:30,74.81,75.4,73.32,73.52,354187
2025-11-03 00:00:00+05:30,73.61,78.08,73.61,77.69,2431886
2025-11-04 00:00:00+05:30,77.8,78.9,76.5,76.95,1128725
2025-11-06 00:00:00+05:30,76.87,77.2,74.29,74.67,257900
2025-11-07 00:00:00+05:30,74.16,75.39,73.15,74.87,331229
2025-11-10 00:00:00+05:30,70.66,75.29,70.66,74.22,444680
2025-11-11 00:00:00+05:30,74.03,78.79,74.03,78.29,9154817
2025-11-12 00:00:00+05:30,78.83,80.06,76.38,76.88,1082669
2025-11-13 00:00:00+05:30,76.88,77.69,75.46,75.7,659243
